CMDLINE /Users/wataruoshima/CSCI651/venv/bin/python3 a_star_pygame_grid.py 50 50 1 1 1 0
MEM 0.355469 1670219873.2463
MEM 24.996094 1670219873.3505
MEM 27.468750 1670219873.4548
MEM 35.421875 1670219873.5559
MEM 38.171875 1670219873.6593
MEM 39.191406 1670219873.7620
MEM 40.136719 1670219873.8643
MEM 39.031250 1670219873.9646
MEM 39.265625 1670219874.0656
MEM 40.085938 1670219874.1676
MEM 40.824219 1670219874.2694
MEM 40.859375 1670219874.3702
MEM 41.078125 1670219874.4720
MEM 41.078125 1670219874.5761
MEM 41.101562 1670219874.6768
MEM 41.101562 1670219874.7777
MEM 41.101562 1670219874.8799
MEM 41.101562 1670219874.9801
MEM 41.101562 1670219875.0802
MEM 41.101562 1670219875.1814
MEM 41.101562 1670219875.2853
MEM 41.101562 1670219875.3887
MEM 41.101562 1670219875.4893
MEM 41.101562 1670219875.5939
MEM 41.101562 1670219875.6966
MEM 41.101562 1670219875.8007
MEM 41.101562 1670219875.9050
MEM 41.117188 1670219876.0058
MEM 41.117188 1670219876.1062
MEM 41.117188 1670219876.2066
MEM 41.136719 1670219876.3105
MEM 41.136719 1670219876.4114
MEM 41.136719 1670219876.5120
MEM 41.152344 1670219876.6146
MEM 41.152344 1670219876.7196
MEM 41.152344 1670219876.8213
MEM 41.152344 1670219876.9216
MEM 41.152344 1670219877.0251
MEM 41.152344 1670219877.1254
MEM 41.152344 1670219877.2279
MEM 41.152344 1670219877.3309
MEM 41.152344 1670219877.4325
MEM 41.152344 1670219877.5342
MEM 41.167969 1670219877.6385
MEM 41.167969 1670219877.7386
MEM 41.167969 1670219877.8430
MEM 41.171875 1670219877.9436
MEM 41.171875 1670219878.0487
MEM 41.171875 1670219878.1527
MEM 41.171875 1670219878.2550
MEM 41.171875 1670219878.3556
MEM 41.171875 1670219878.4599
MEM 41.171875 1670219878.5613
MEM 41.171875 1670219878.6621
MEM 41.171875 1670219878.7624
MEM 41.171875 1670219878.8632
MEM 41.171875 1670219878.9643
MEM 41.171875 1670219879.0687
MEM 41.171875 1670219879.1703
MEM 41.171875 1670219879.2746
MEM 41.171875 1670219879.3753
MEM 41.171875 1670219879.4778
MEM 41.191406 1670219879.5784
MEM 41.191406 1670219879.6786
MEM 41.191406 1670219879.7820
MEM 41.191406 1670219879.8854
MEM 41.191406 1670219879.9886
MEM 41.191406 1670219880.0918
MEM 41.191406 1670219880.1929
MEM 41.191406 1670219880.2934
MEM 41.191406 1670219880.3976
MEM 41.191406 1670219880.5025
MEM 41.191406 1670219880.6051
MEM 41.191406 1670219880.7063
MEM 41.191406 1670219880.8070
MEM 41.191406 1670219880.9101
MEM 41.191406 1670219881.0149
MEM 41.191406 1670219881.1197
MEM 41.191406 1670219881.2234
MEM 41.191406 1670219881.3273
MEM 41.191406 1670219881.4309
MEM 41.191406 1670219881.5361
MEM 41.191406 1670219881.6408
MEM 41.191406 1670219881.7445
MEM 41.191406 1670219881.8452
MEM 41.191406 1670219881.9462
MEM 41.191406 1670219882.0470
MEM 41.191406 1670219882.1507
MEM 41.191406 1670219882.2551
MEM 41.191406 1670219882.3554
MEM 41.191406 1670219882.4585
MEM 41.191406 1670219882.5620
MEM 41.191406 1670219882.6632
MEM 41.191406 1670219882.7637
MEM 41.195312 1670219882.8640
MEM 41.195312 1670219882.9655
MEM 41.195312 1670219883.0661
MEM 41.195312 1670219883.1695
MEM 41.195312 1670219883.2697
MEM 41.195312 1670219883.3711
MEM 41.195312 1670219883.4717
MEM 41.195312 1670219883.5763
MEM 41.195312 1670219883.6800
MEM 41.195312 1670219883.7835
MEM 41.195312 1670219883.8886
MEM 41.195312 1670219883.9899
MEM 41.195312 1670219884.0946
MEM 41.195312 1670219884.1950
MEM 41.195312 1670219884.2963
MEM 41.195312 1670219884.3983
MEM 41.195312 1670219884.5014
MEM 41.195312 1670219884.6063
MEM 41.195312 1670219884.7075
MEM 41.195312 1670219884.8083
MEM 41.195312 1670219884.9093
MEM 41.195312 1670219885.0106
MEM 41.195312 1670219885.1133
MEM 41.195312 1670219885.2183
MEM 41.195312 1670219885.3235
MEM 41.195312 1670219885.4279
MEM 41.195312 1670219885.5304
MEM 41.195312 1670219885.6310
MEM 41.195312 1670219885.7322
MEM 41.195312 1670219885.8356
MEM 41.195312 1670219885.9390
MEM 41.195312 1670219886.0408
MEM 41.195312 1670219886.1418
MEM 41.195312 1670219886.2426
MEM 41.195312 1670219886.3459
MEM 41.195312 1670219886.4491
MEM 41.195312 1670219886.5534
MEM 41.195312 1670219886.6576
MEM 41.195312 1670219886.7619
MEM 41.195312 1670219886.8633
MEM 41.214844 1670219886.9637
MEM 41.214844 1670219887.0644
MEM 41.214844 1670219887.1645
MEM 41.214844 1670219887.2656
MEM 41.214844 1670219887.3664
MEM 41.214844 1670219887.4715
MEM 41.214844 1670219887.5739
MEM 41.214844 1670219887.6753
MEM 41.214844 1670219887.7787
MEM 41.214844 1670219887.8797
MEM 41.214844 1670219887.9802
MEM 41.214844 1670219888.0816
MEM 41.214844 1670219888.1865
MEM 41.214844 1670219888.2899
MEM 41.214844 1670219888.3925
MEM 41.214844 1670219888.4941
MEM 41.214844 1670219888.5947
MEM 41.214844 1670219888.6996
MEM 41.214844 1670219888.8037
MEM 41.214844 1670219888.9068
MEM 41.214844 1670219889.0107
MEM 41.214844 1670219889.1120
MEM 41.214844 1670219889.2133
MEM 41.214844 1670219889.3142
MEM 41.214844 1670219889.4194
MEM 41.214844 1670219889.5210
MEM 41.214844 1670219889.6219
MEM 41.214844 1670219889.7270
MEM 41.214844 1670219889.8276
MEM 41.214844 1670219889.9299
MEM 41.214844 1670219890.0303
MEM 41.214844 1670219890.1354
MEM 41.214844 1670219890.2356
MEM 41.214844 1670219890.3396
MEM 41.214844 1670219890.4434
